Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,Total_Cmp,Total_Att,Total_CmpPct,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_CmpPct,Medium_Cmp,Medium_Att,Medium_CmpPct,Long_Cmp,Long_Att,Long_CmpPct,Unnamed: 23_level_0_Ast,Unnamed: 24_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 27_level_0_KP,Unnamed: 28_level_0_1_3,Unnamed: 29_level_0_PPA,Unnamed: 30_level_0_CrsPA,Unnamed: 31_level_0_PrgP,Unnamed: 32_level_0_Matches
2373,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,eng Premier League,25-190,1999,2.7,54,79,68.4,850,244,26,39,66.7,19,26,73.1,5,7,71.4,0,0.4,0.3,-0.4,7,2,4,2,4,Matches
2374,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-080,2003,11.6,749,876,85.5,13817,3635,303,318,95.3,344,377,91.2,83,143,58.0,0,1.3,1.4,-1.3,16,84,12,3,70,Matches
2375,Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,34-135,1990,15.6,555,760,73.0,8276,2309,318,385,82.6,166,225,73.8,44,69,63.8,1,1.3,2.3,-0.3,15,58,25,8,88,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
2376,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,25-279,1999,9.3,196,278,70.5,3011,484,107,132,81.1,80,108,74.1,7,22,31.8,1,0.9,1.0,+0.1,12,5,12,4,18,Matches
2377,Riccardo Sottil,it ITA,"FW,MF",Milan,it Serie A,25-279,1999,0.9,28,40,70.0,401,62,16,17,94.1,12,17,70.6,0,4,0.0,0,0.3,0.4,-0.3,2,1,1,1,0,Matches
2378,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,30-010,1995,21.4,555,748,74.2,9408,2653,271,341,79.5,214,281,76.2,55,77,71.4,1,1.0,1.2,0.0,13,53,7,1,61,Matches
2379,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,21-328,2003,9.8,422,510,82.7,6215,1331,249,272,91.5,128,159,80.5,26,44,59.1,1,2.0,1.8,-1.0,25,25,13,2,41,Matches
2380,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,26-010,1999,15.9,733,847,86.5,10952,3084,413,447,92.4,276,318,86.8,24,36,66.7,0,0.3,0.7,-0.3,9,65,11,2,69,Matches
2381,Issa Soumaré,sn SEN,"MF,FW",Le Havre,fr Ligue 1,24-150,2000,12.5,190,313,60.7,2683,609,110,155,71.0,54,85,63.5,12,30,40.0,2,1.4,0.7,+0.6,13,11,5,0,25,Matches
2382,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28-031,1997,15.6,607,691,87.8,9656,2558,311,344,90.4,248,271,91.5,35,48,72.9,1,0.6,0.4,+0.4,14,59,8,0,78,Matches
2383,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,22-248,2002,11.3,577,636,90.7,10281,3407,202,213,94.8,349,367,95.1,25,49,51.0,1,0.2,0.1,+0.8,2,12,2,0,16,Matches
2384,Saidou Sow,gn GUI,DF,Nantes,fr Ligue 1,22-248,2002,6.0,228,280,81.4,4206,1666,87,90,96.7,112,124,90.3,24,59,40.7,0,0.4,0.0,-0.4,1,17,0,0,13,Matches
2385,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,24-212,2000,9.8,544,632,86.1,7688,2084,323,342,94.4,188,218,86.2,14,29,48.3,1,1.5,0.9,-0.5,8,46,11,5,51,Matches
2386,Leonardo Spinazzola,it ITA,"DF,FW",Napoli,it Serie A,31-349,1993,9.0,405,499,81.2,6794,2106,200,218,91.7,156,182,85.7,39,69,56.5,1,2.2,1.9,-1.2,15,31,16,5,45,Matches
2387,Marco Sportiello,it ITA,GK,Milan,it Serie A,32-303,1992,1.0,39,42,92.9,953,556,8,8,100.0,21,21,100.0,10,12,83.3,0,0.0,0.0,0.0,0,1,0,0,0,Matches
2388,Anton Stach,de GER,"MF,DF",Hoffenheim,de Bundesliga,26-114,1998,19.8,922,1107,83.3,16737,6159,369,414,89.1,451,510,88.4,82,135,60.7,1,1.1,2.5,-0.1,18,81,24,9,107,Matches
2389,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,28-121,1996,16.2,510,666,76.6,8308,2609,256,303,84.5,185,234,79.1,45,82,54.9,5,2.4,3.2,+2.6,15,43,16,4,65,Matches
2390,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,24-341,2000,2.0,160,179,89.4,2710,986,75,81,92.6,79,84,94.0,6,12,50.0,0,0.1,0.2,-0.1,2,17,1,0,18,Matches
2391,Filip Stankovic,rs SRB,GK,Venezia,it Serie A,23-012,2002,15.2,372,513,72.5,9420,6671,65,65,100.0,211,218,96.8,96,229,41.9,0,0.0,0.0,0.0,0,2,0,0,0,Matches
2392,Jay Stansfield,eng ENG,MF,Fulham,eng Premier League,22-105,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2393,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,29-281,1995,22.1,1306,1397,93.5,23744,8415,467,490,95.3,758,795,95.3,74,96,77.1,0,0.2,0.2,-0.2,5,42,1,0,51,Matches
2394,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,29-329,1995,15.4,750,873,85.9,14781,5308,235,268,87.7,437,476,91.8,72,112,64.3,1,0.1,0.2,+0.9,1,40,1,0,38,Matches
2395,Lucas Stassin,be BEL,FW,Saint-Étienne,fr Ligue 1,20-101,2004,14.3,251,342,73.4,3251,386,160,191,83.8,64,83,77.1,9,17,52.9,4,2.7,2.5,+1.3,13,7,7,0,22,Matches
2396,Jason Steele,eng ENG,GK,Brighton,eng Premier League,34-203,1990,2.0,101,112,90.2,2321,1556,21,21,100.0,63,65,96.9,17,26,65.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2397,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,20-192,2004,7.8,86,156,55.1,981,167,61,90,67.8,20,32,62.5,0,5,0.0,0,0.2,0.3,-0.2,4,4,3,1,8,Matches
2398,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,28-354,1996,1.5,86,105,81.9,1700,513,33,35,94.3,39,45,86.7,13,22,59.1,0,0.0,0.1,0.0,0,7,1,1,6,Matches
2399,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,31-041,1994,8.9,579,623,92.9,9883,2903,232,249,93.2,315,332,94.9,20,25,80.0,0,0.1,0.2,-0.1,2,40,5,0,43,Matches
2400,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,23-006,2002,5.9,295,355,83.1,4675,1608,168,179,93.9,107,127,84.3,17,34,50.0,1,0.0,0.1,+1.0,2,22,0,0,27,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
2401,Raheem Sterling,eng ENG,"FW,MF",Arsenal,eng Premier League,30-091,1994,3.4,106,139,76.3,1320,264,74,87,85.1,25,36,69.4,2,3,66.7,1,0.3,0.4,+0.7,5,3,7,2,14,Matches
2402,Enzo Sternal,fr FRA,"FW,MF",Marseille,fr Ligue 1,17-285,2007,0.3,7,8,87.5,77,1,5,5,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0,Matches
2403,Finley Stevens,wls WAL,DF,St. Pauli,de Bundesliga,21-333,2003,0.0,1,2,50.0,8,8,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2404,Ross Stewart,sct SCO,"FW,MF",Southampton,eng Premier League,28-241,1996,1.5,36,45,80.0,527,59,16,19,84.2,17,19,89.5,0,1,0.0,0,0.0,0.0,0.0,0,1,1,0,1,Matches
2405,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,23-339,2001,24.3,1730,1980,87.4,29363,9825,802,857,93.6,750,835,89.8,144,221,65.2,5,4.7,6.2,+0.3,40,216,40,8,217,Matches
2406,Kevin Stöger,at AUT,"MF,FW",Gladbach,de Bundesliga,31-194,1993,14.3,733,961,76.3,12470,3871,385,426,90.4,234,305,76.7,92,169,54.4,3,5.1,3.8,-2.1,51,82,34,5,102,Matches
2407,Stoichkov,es ESP,"MF,FW",Alavés,es La Liga,31-124,1993,7.8,132,214,61.7,2161,697,61,82,74.4,50,73,68.5,14,33,42.4,1,1.2,0.7,-0.2,7,16,10,1,26,Matches
2408,Petar Stojanović,si SVN,MF,Empoli,it Serie A,29-153,1995,0.0,1,3,33.3,9,4,1,1,100.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2409,Jakub Stolarczyk,pl POL,GK,Leicester City,eng Premier League,24-080,2000,6.0,152,224,67.9,4176,3245,47,47,100.0,46,47,97.9,58,129,45.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
2410,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,30-285,1994,6.1,367,403,91.1,6382,1601,169,179,94.4,161,174,92.5,31,40,77.5,0,0.1,0.2,-0.1,2,42,0,0,21,Matches
2411,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,25-031,2000,22.0,204,325,62.8,2710,500,122,179,68.2,53,83,63.9,10,13,76.9,2,1.6,0.6,+0.4,16,13,4,1,21,Matches
2412,Gabriel Strefezza,br BRA,"FW,MF",Como,it Serie A,27-325,1997,22.6,669,886,75.5,10295,2781,375,419,89.5,188,249,75.5,59,115,51.3,3,2.8,2.9,+0.2,43,54,23,7,85,Matches
2413,Cristhian Stuani,uy URU,FW,Girona,es La Liga,38-148,1986,5.7,52,74,70.3,661,61,34,42,81.0,15,25,60.0,1,2,50.0,2,0.3,0.3,+1.7,4,0,2,0,4,Matches
2414,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,31-356,1993,20.2,879,1018,86.3,16287,5996,321,336,95.5,476,515,92.4,69,136,50.7,0,0.1,0.1,-0.1,3,34,1,0,34,Matches
2415,Denis Suárez,es ESP,MF,Villarreal,es La Liga,31-062,1994,4.0,114,155,73.5,1806,627,65,76,85.5,37,45,82.2,8,21,38.1,1,0.5,0.5,+0.5,8,9,3,0,19,Matches
2416,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,27-212,1997,18.1,751,938,80.1,11885,4982,401,453,88.5,285,346,82.4,42,93,45.2,5,3.1,3.2,+1.9,33,55,27,10,82,Matches
2417,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,22-182,2002,15.7,569,690,82.5,8983,1859,304,335,90.7,200,231,86.6,45,70,64.3,1,1.6,1.8,-0.6,18,42,11,1,68,Matches
2418,Yukinari Sugawara,jp JPN,DF,Southampton,eng Premier League,24-254,2000,15.2,641,796,80.5,10203,3157,335,380,88.2,260,310,83.9,34,67,50.7,1,2.2,1.9,-1.2,17,42,21,9,65,Matches
2419,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,29-187,1995,6.1,514,552,93.1,8761,3563,223,233,95.7,267,281,95.0,21,29,72.4,0,0.0,0.1,0.0,1,37,0,0,31,Matches
2420,Ibrahim Sulemana,gh GHA,MF,Atalanta,it Serie A,21-291,2003,1.4,98,111,88.3,1698,362,40,45,88.9,50,55,90.9,6,6,100.0,0,0.0,0.1,0.0,0,12,0,0,6,Matches
2421,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,eng Premier League,23-022,2002,7.3,134,176,76.1,1922,288,88,99,88.9,38,50,76.0,6,14,42.9,0,0.3,0.4,-0.3,5,4,5,3,11,Matches
2422,Crysencio Summerville,nl NED,"FW,MF",West Ham,eng Premier League,23-130,2001,8.7,194,254,76.4,2881,640,125,148,84.5,55,62,88.7,11,22,50.0,1,1.7,1.7,-0.7,17,13,12,5,18,Matches
2423,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,22-275,2002,18.7,329,442,74.4,6417,1736,137,160,85.6,127,155,81.9,57,97,58.8,0,1.7,1.6,-1.7,24,33,21,1,75,Matches
2424,Suso,es ESP,"FW,MF",Sevilla,es La Liga,31-110,1993,2.0,100,126,79.4,1688,523,49,54,90.7,34,39,87.2,11,23,47.8,0,0.4,0.4,-0.4,9,14,4,1,14,Matches
2425,Zion Suzuki,jp JPN,GK,Parma,it Serie A,22-200,2002,26.8,719,1066,67.4,19553,14298,133,135,98.5,381,388,98.2,201,537,37.4,0,0.0,0.1,0.0,0,29,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
2426,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,26-063,1999,12.4,243,347,70.0,3797,1482,125,150,83.3,89,117,76.1,16,47,34.0,1,1.7,1.6,-0.7,13,33,4,1,35,Matches
2427,Daniel Svensson,se SWE,DF,Dortmund,de Bundesliga,23-025,2002,1.5,75,95,78.9,1216,435,43,45,95.6,25,32,78.1,6,14,42.9,0,0.0,0.2,0.0,0,7,3,1,12,Matches
2428,Marin Šverko,hr CRO,DF,Venezia,it Serie A,27-033,1998,11.6,479,581,82.4,8510,3788,200,221,90.5,234,272,86.0,37,65,56.9,0,0.3,0.3,-0.3,2,38,5,0,37,Matches
2429,Mile Svilar,rs SRB,GK,Roma,it Serie A,25-194,1999,27.0,816,1031,79.1,20113,11441,158,158,100.0,474,476,99.6,183,395,46.3,0,0.0,0.0,0.0,0,7,0,0,2,Matches
2430,Michael Svoboda,at AUT,DF,Venezia,it Serie A,26-145,1998,14.6,703,829,84.8,12684,4404,259,286,90.6,396,443,89.4,41,79,51.9,0,0.6,1.2,-0.6,5,44,2,0,43,Matches
2431,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,21-036,2004,11.7,218,301,72.4,3037,642,131,163,80.4,60,82,73.2,12,18,66.7,3,2.0,1.8,+1.0,11,15,10,1,23,Matches
2432,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,22-074,2002,9.2,526,594,88.6,9032,3311,201,220,91.4,300,324,92.6,20,40,50.0,0,0.0,0.1,0.0,0,17,0,0,18,Matches
2433,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,31-067,1994,10.1,342,447,76.5,5695,2272,171,200,85.5,128,169,75.7,33,52,63.5,0,0.3,0.5,-0.3,4,36,12,7,41,Matches
2434,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,es La Liga,30-354,1994,11.8,112,179,62.6,1672,340,66,90,73.3,33,55,60.0,7,12,58.3,1,1.4,0.5,-0.4,10,9,4,0,14,Matches
2435,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,34-325,1990,6.0,177,200,88.5,3957,2450,37,37,100.0,111,112,99.1,27,48,56.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2436,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,eng Premier League,29-166,1995,10.9,144,194,74.2,2402,702,67,77,87.0,54,64,84.4,15,29,51.7,0,0.2,0.5,-0.2,4,10,4,1,18,Matches
2437,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,24-135,2000,21.7,882,1045,84.4,13822,2804,484,547,88.5,282,315,89.5,75,105,71.4,3,5.0,4.2,-2.0,40,67,29,4,101,Matches
2438,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,29-094,1995,10.8,153,245,62.4,1910,398,93,147,63.3,40,59,67.8,4,6,66.7,2,1.5,0.6,+0.5,9,11,8,1,20,Matches
2439,Musa Al-Taamari,jo JOR,"FW,MF",Montpellier,fr Ligue 1,27-272,1997,12.4,235,304,77.3,3364,662,140,166,84.3,63,82,76.8,16,19,84.2,1,1.5,1.1,-0.5,12,12,12,1,30,Matches
2440,Musa Al-Taamari,jo JOR,"MF,FW",Rennes,fr Ligue 1,27-272,1997,3.1,58,68,85.3,778,102,31,33,93.9,19,24,79.2,1,1,100.0,0,0.6,0.7,-0.6,6,3,0,0,4,Matches
2441,Haris Tabakovic,ba BIH,"FW,MF",Hoffenheim,de Bundesliga,30-262,1994,4.3,61,98,62.2,860,176,36,56,64.3,19,30,63.3,2,2,100.0,1,0.5,0.4,+0.5,4,3,1,1,5,Matches
2442,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,32-190,1992,14.1,767,883,86.9,12009,3821,400,436,91.7,311,352,88.4,40,60,66.7,1,0.4,0.7,+0.6,3,54,4,1,68,Matches
2443,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,29-026,1996,24.0,1630,1743,93.5,28974,11312,648,680,95.3,849,883,96.1,115,151,76.2,0,0.3,1.6,-0.3,3,147,5,3,120,Matches
2444,Adrien Tameze,cm CMR,"MF,DF",Torino,it Serie A,31-033,1994,6.6,239,280,85.4,3798,852,113,132,85.6,104,113,92.0,13,18,72.2,0,0.8,0.7,-0.8,6,10,6,1,23,Matches
2445,Renato Tapia,pe PER,"MF,DF",Leganés,es La Liga,29-224,1995,16.3,519,672,77.2,9112,2850,251,291,86.3,207,242,85.5,52,97,53.6,0,0.1,0.4,-0.1,4,43,5,0,39,Matches
2446,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,26-035,1999,22.4,1390,1609,86.4,23772,8558,659,701,94.0,608,676,89.9,107,198,54.0,0,0.2,1.1,-0.2,3,159,8,2,131,Matches
2447,Florian Tardieu,fr FRA,MF,Saint-Étienne,fr Ligue 1,32-321,1992,6.0,437,512,85.4,7149,2672,228,246,92.7,162,186,87.1,38,62,61.3,2,0.6,0.7,+1.4,10,62,9,0,60,Matches
2448,Mehdi Taremi,ir IRN,FW,Inter,it Serie A,32-234,1992,6.2,139,172,80.8,1888,347,79,87,90.8,50,58,86.2,1,2,50.0,1,1.1,0.9,-0.1,12,10,5,0,22,Matches
2449,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,29-172,1995,0.1,7,7,100.0,84,11,5,5,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2450,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,22-293,2002,11.0,348,437,79.6,5782,1714,175,199,87.9,130,152,85.5,30,50,60.0,0,0.7,1.2,-0.7,6,50,13,2,66,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
2451,James Tarkowski,eng ENG,DF,Everton,eng Premier League,32-110,1992,27.9,909,1115,81.5,19155,7250,299,351,85.2,451,488,92.4,149,236,63.1,1,2.2,2.0,-1.2,14,74,10,0,67,Matches
2452,César Tárrega,es ESP,DF,Valencia,es La Liga,23-011,2002,23.6,917,1113,82.4,18172,6173,271,298,90.9,548,600,91.3,94,185,50.8,0,0.0,0.2,0.0,2,62,1,0,59,Matches
2453,Nuno Tavares,pt POR,DF,Lazio,it Serie A,25-042,2000,16.9,726,914,79.4,11470,4448,405,452,89.6,256,319,80.3,47,99,47.5,8,4.4,4.4,+3.6,31,66,40,20,96,Matches
2454,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,eng Premier League,25-352,1999,14.8,435,604,72.0,7373,2242,212,244,86.9,180,234,76.9,37,88,42.0,5,2.6,2.2,+2.4,32,52,24,8,82,Matches
2455,Charlie Taylor,eng ENG,DF,Southampton,eng Premier League,31-172,1993,3.0,154,177,87.0,2691,691,63,67,94.0,77,86,89.5,12,17,70.6,0,0.1,0.1,-0.1,1,8,2,1,8,Matches
2456,Jack Taylor,ie IRL,MF,Ipswich Town,eng Premier League,26-259,1998,5.4,234,284,82.4,4119,1199,106,120,88.3,106,124,85.5,18,30,60.0,0,0.5,0.7,-0.5,5,24,7,0,35,Matches
2457,Loum Tchaouna,fr FRA,"FW,MF",Lazio,it Serie A,21-182,2003,5.8,142,202,70.3,2162,470,83,101,82.2,46,64,71.9,9,23,39.1,0,0.6,0.7,-0.6,10,9,8,1,16,Matches
2458,Jackson Tchatchoua,cm CMR,"DF,MF",Hellas Verona,it Serie A,23-176,2001,24.2,596,781,76.3,9050,2775,349,397,87.9,205,255,80.4,31,79,39.2,2,1.8,1.8,+0.2,24,26,14,9,49,Matches
2459,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,22-106,2002,19.6,711,943,75.4,11932,4405,318,372,85.5,318,398,79.9,55,110,50.0,0,1.5,1.2,-1.5,14,44,13,12,59,Matches
2460,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,es La Liga,25-041,2000,20.2,1350,1458,92.6,23956,8074,544,572,95.1,693,730,94.9,98,127,77.2,0,0.5,0.6,-0.5,4,137,7,1,125,Matches
2461,Álvaro Tejero,es ESP,"MF,DF",Espanyol,es La Liga,28-232,1996,12.6,386,544,71.0,7077,2631,165,186,88.7,166,204,81.4,45,114,39.5,4,2.7,3.1,+1.3,29,22,17,10,37,Matches
2462,Martín Tejón,es ESP,"MF,DF",Valencia,es La Liga,20-331,2004,0.5,20,26,76.9,328,95,10,12,83.3,8,10,80.0,1,2,50.0,0,0.0,0.0,0.0,1,2,0,0,4,Matches
2463,Mathys Tel,fr FRA,FW,Tottenham,eng Premier League,19-316,2005,2.5,25,36,69.4,374,35,16,20,80.0,8,12,66.7,1,2,50.0,0,0.1,0.1,-0.1,1,1,0,0,1,Matches
2464,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,19-316,2005,2.8,108,128,84.4,1721,329,58,66,87.9,39,43,90.7,8,14,57.1,1,0.3,0.6,+0.7,1,5,4,1,9,Matches
2465,Nathan Tella,ng NGA,"MF,FW",Leverkusen,de Bundesliga,25-247,1999,10.9,198,262,75.6,2693,474,128,146,87.7,55,70,78.6,7,12,58.3,2,0.7,0.9,+1.3,11,12,8,0,20,Matches
2466,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,29-016,1996,23.3,676,947,71.4,11763,5346,296,354,83.6,328,421,77.9,42,118,35.6,1,0.9,1.0,+0.1,12,48,13,6,64,Matches
2467,Casper Tengstedt,dk DEN,FW,Hellas Verona,it Serie A,24-281,2000,14.5,179,258,69.4,2599,458,94,119,79.0,59,78,75.6,12,26,46.2,1,0.7,0.6,+0.3,10,9,8,1,26,Matches
2468,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,32-313,1992,5.5,186,203,91.6,4679,3174,17,17,100.0,125,127,98.4,44,59,74.6,0,0.0,0.0,0.0,0,1,1,0,0,Matches
2469,Filippo Terracciano,it ITA,"DF,MF",Milan,it Serie A,22-029,2003,5.9,224,254,88.2,3808,811,99,109,90.8,112,122,91.8,10,16,62.5,0,0.1,0.1,-0.1,2,21,1,1,14,Matches
2470,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,35-001,1990,3.0,70,89,78.7,1552,957,18,18,100.0,40,40,100.0,11,30,36.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2471,Ramón Terrats,es ESP,"MF,FW",Villarreal,es La Liga,24-142,2000,1.5,64,79,81.0,1157,305,28,29,96.6,27,35,77.1,7,12,58.3,0,0.3,0.4,-0.3,1,7,2,1,7,Matches
2472,Ramón Terrats,es ESP,MF,Getafe,es La Liga,24-142,2000,3.7,66,111,59.5,1241,402,32,39,82.1,24,36,66.7,9,30,30.0,0,0.3,0.3,-0.3,4,15,1,0,12,Matches
2473,Martin Terrier,fr FRA,"MF,FW",Leverkusen,de Bundesliga,28-005,1997,6.5,163,199,81.9,2144,377,109,120,90.8,40,49,81.6,6,9,66.7,1,0.9,1.7,+0.1,8,6,5,1,14,Matches
2474,Tanner Tessmann,us USA,MF,Lyon,fr Ligue 1,23-166,2001,7.1,339,381,89.0,5835,1411,158,172,91.9,145,151,96.0,29,46,63.0,0,0.1,0.4,-0.1,3,39,3,0,34,Matches
2475,Kenny Tete,nl NED,DF,Fulham,eng Premier League,29-151,1995,14.0,576,706,81.6,9210,3032,303,331,91.5,208,260,80.0,46,72,63.9,2,0.7,0.5,+1.3,5,53,6,4,42,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
2476,Teddy Teuma,mt MLT,MF,Reims,fr Ligue 1,31-160,1993,7.8,459,583,78.7,7428,2191,245,271,90.4,156,194,80.4,40,75,53.3,0,1.1,1.2,-1.1,13,37,9,4,43,Matches
2477,Jordan Teze,nl NED,DF,Monaco,fr Ligue 1,25-160,1999,4.2,186,224,83.0,2956,1086,95,107,88.8,86,100,86.0,5,8,62.5,0,1.0,1.2,-1.0,8,18,6,0,19,Matches
2478,Florian Thauvin,fr FRA,"FW,MF",Udinese,it Serie A,32-042,1993,20.8,525,791,66.4,9406,3288,227,275,82.5,178,269,66.2,83,167,49.7,3,3.8,4.7,-0.8,39,57,42,19,89,Matches
2479,Arthur Theate,be BEL,DF,Eint Frankfurt,de Bundesliga,24-288,2000,22.6,1154,1370,84.2,20522,7725,492,523,94.1,536,615,87.2,107,191,56.0,0,0.6,0.8,-0.6,8,125,13,2,119,Matches
2480,Norman Theuerkauf,de GER,MF,Heidenheim,de Bundesliga,38-044,1987,0.2,17,20,85.0,298,71,8,9,88.9,8,10,80.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
2481,Thiago,br BRA,FW,Brentford,eng Premier League,23-256,2001,1.5,28,39,71.8,428,56,14,20,70.0,9,12,75.0,3,4,75.0,0,0.1,0.0,-0.1,2,1,1,0,2,Matches
2482,Malick Thiaw,de GER,DF,Milan,it Serie A,23-213,2001,17.2,1045,1126,92.8,20462,6918,305,321,95.0,624,652,95.7,104,129,80.6,0,0.1,0.2,-0.1,4,81,0,0,80,Matches
2483,Denis Thomalla,de GER,MF,Heidenheim,de Bundesliga,32-205,1992,0.0,1,1,100.0,22,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2484,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,23-272,2001,2.0,92,118,78.0,1379,438,50,53,94.3,37,48,77.1,4,13,30.8,0,0.1,0.1,-0.1,1,8,1,0,8,Matches
2485,Sorba Thomas,wls WAL,"FW,MF",Nantes,fr Ligue 1,25-199,1999,9.5,240,365,65.8,4086,1487,129,152,84.9,74,111,66.7,30,80,37.5,2,2.4,1.8,-0.4,26,23,20,14,29,Matches
2486,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,31-089,1993,21.6,971,1204,80.6,15073,3823,511,585,87.4,354,424,83.5,69,107,64.5,3,4.6,3.7,-1.6,38,70,23,5,110,Matches
