id,name,position,team,pace,stamina,strength,short_passing,long_passing,vision,finishing,shot_power,dribbling,ball_control,tackling,interceptions,blocking,positioning,reflexes,handling,gk_positioning
2034,Amos Pieper,DF,Werder Bremen,65,78,50,88,58,53,50,50,50,50,60,82,60,85,50,50,50
2035,Marvin Pieringer,AT,Heidenheim,75,77,50,71,36,100,60,50,60,50,50,62,50,69,50,50,50
2036,Nicholas Pierini,MD,Venezia,69,78,50,78,50,56,50,50,50,50,50,50,50,50,50,50,50
2037,Santiago Pierotti,AT,Lecce,87,83,50,81,62,100,60,50,60,50,50,68,50,74,50,50,50
2038,Balthazar Pierret,MD,Lecce,87,77,50,92,47,74,50,50,50,50,50,80,50,81,50,50,50
2039,Andrea Pinamonti,AT,Genoa,69,72,50,72,54,86,60,50,60,50,50,52,50,70,50,50,50
2040,Ethan Pinnock,DF,Brentford,65,79,50,94,56,74,50,50,50,50,60,98,60,100,50,50,50
2041,Yeremi Pino,MD,Villarreal,66,77,50,78,65,100,50,50,50,50,50,62,50,60,50,50,50
2042,Niccolò Pisilli,MD,Roma,83,80,50,90,60,80,50,50,50,50,50,68,50,65,50,50,50
2043,Semuel Pizzignacco,GK,Monza,51,71,50,100,54,50,30,50,40,50,50,50,50,53,80,80,80
2044,Alassane Pléa,AT,Gladbach,81,66,50,82,63,100,60,50,60,50,50,54,50,54,50,50,50
2045,Tommaso Pobega,MD,Bologna,68,79,50,87,51,77,50,50,50,50,50,72,50,62,50,50,50
2046,Daniel Podence,AT,Wolves,84,67,50,100,50,50,60,50,60,50,50,50,50,50,50,50,50
2047,Joel Pohjanpalo,AT,Venezia,84,78,50,67,48,95,60,50,60,50,50,58,50,74,50,50,50
2048,Matteo Politano,AT,Napoli,70,67,50,86,39,100,60,50,60,50,50,68,50,82,50,50,50
2049,Alfie Pond,DF,Wolves,79,80,50,50,50,50,50,50,50,50,60,60,60,50,50,50,50
2050,Marin Pongračić,DF,Fiorentina,70,69,50,88,77,56,50,50,50,50,60,60,60,90,50,50,50
2051,Nick Pope,GK,Newcastle Utd,58,61,50,98,40,50,30,50,40,50,50,52,50,69,80,80,80
2052,Finn Porath,MD,Holstein Kiel,65,79,50,88,45,100,50,50,50,50,50,86,50,100,50,50,50
2053,Pedro Porro,DF,Tottenham,77,85,50,87,44,100,50,50,50,50,60,100,60,100,50,50,50
2054,Portu,AT,Girona,72,82,50,82,11,62,60,50,60,50,50,50,50,51,50,50,50
2055,Stefan Posch,DF,Bologna,74,75,50,82,67,80,50,50,50,50,60,60,60,72,50,50,50
2056,Stefan Posch,DF,Atalanta,73,70,50,97,39,50,50,50,50,50,60,60,60,63,50,50,50
2057,Tom Pouilly,DF,Lens,67,68,50,81,20,53,50,50,50,50,60,60,60,54,50,50,50
2058,Yussuf Poulsen,AT,RB Leipzig,86,65,50,72,33,62,60,50,60,50,50,50,50,60,50,50,50
2059,Beñat Prados,MD,Athletic Club,78,94,50,86,55,65,50,50,50,50,50,94,50,69,50,50,50
2060,Alexander Prass,DF,Hoffenheim,73,86,50,86,42,100,50,50,50,50,60,68,60,98,50,50,50
2061,Matteo Prati,MD,Cagliari,85,84,50,84,48,62,50,50,50,50,50,54,50,53,50,50,50
2062,Abdón Prats,AT,Mallorca,87,79,50,69,80,53,60,50,60,50,50,52,50,53,50,50,50
2063,Grischa Prömel,MD,Hoffenheim,84,90,50,88,42,50,50,50,50,50,50,54,50,54,50,50,50
2064,Ivan Provedel,GK,Lazio,48,72,50,100,55,59,30,50,40,50,50,52,50,59,80,80,80
2065,Ivan Prtajin,AT,Union Berlin,80,81,50,52,50,53,60,50,60,50,50,50,50,53,50,50,50
2066,Javi Puado,AT,Espanyol,74,66,50,81,42,89,60,50,60,50,50,58,50,63,50,50,50
2067,Tymoteusz Puchacz,DF,Holstein Kiel,66,69,50,91,38,74,50,50,50,50,60,60,60,61,50,50,50
2068,Diego Pugno,AT,Juventus,82,79,50,100,50,53,60,50,60,50,50,50,50,50,50,50,50
2069,Christian Pulisic,AT,Milan,87,84,50,89,35,100,60,50,60,50,50,56,50,57,50,50,50
2070,Jarell Quansah,DF,Liverpool,67,70,50,97,72,50,50,50,50,50,60,60,60,63,50,50,50
2071,Leopold Querfeld,DF,Union Berlin,74,83,50,91,52,71,50,50,50,50,60,68,60,100,50,50,50
2072,Dani Raba,AT,Leganés,73,68,50,81,40,100,60,50,60,50,50,70,50,62,50,50,50
2073,Adrien Rabiot,MD,Marseille,85,86,50,92,56,98,50,50,50,50,50,84,50,75,50,50,50
2074,Ionuț Radu,GK,Venezia,58,60,50,100,24,50,30,50,40,50,50,50,50,50,80,80,80
2075,Hamza Rafia,MD,Lecce,81,95,50,88,47,98,50,50,50,50,50,58,50,68,50,50,50
2076,Hákon Rafn Valdimarsson,GK,Brentford,61,65,50,100,41,50,30,50,40,50,50,50,50,52,80,80,80
2077,Antonio Raillo,DF,Mallorca,77,83,50,92,65,80,50,50,50,50,60,100,60,100,50,50,50
2078,Antonio Raimondo,AT,Venezia,75,75,50,70,50,53,60,50,60,50,50,50,50,50,50,50,50
2079,Ylber Ramadani,MD,Lecce,74,84,50,88,63,83,50,50,50,50,50,90,50,71,50,50,50
2080,Benito Ramírez,MD,Las Palmas,86,80,50,93,42,80,50,50,50,50,50,52,50,64,50,50,50
2081,Sandro Ramírez,AT,Las Palmas,89,71,50,75,33,100,60,50,60,50,50,70,50,68,50,50,50
2082,Gonçalo Ramos,AT,Paris S-G,83,76,50,85,50,77,60,50,60,50,50,50,50,53,50,50,50
2083,Aaron Ramsdale,GK,Southampton,54,70,50,100,38,50,30,50,40,50,50,54,50,58,80,80,80
2084,Jacob Ramsey,AT,Aston Villa,89,67,50,92,68,89,60,50,60,50,50,64,50,56,50,50,50
2085,Luca Ranieri,DF,Fiorentina,61,83,50,94,59,83,50,50,50,50,60,86,60,100,50,50,50
2086,Grant Ranos,AT,Gladbach,72,82,50,66,50,50,60,50,60,50,50,50,50,50,50,50,50
2087,Lilian Raolisoa,AT,Angers,71,67,50,86,42,68,60,50,60,50,50,70,50,81,50,50,50
2088,Raphinha,AT,Barcelona,90,77,50,82,46,100,60,50,60,50,50,62,50,70,50,50,50
2089,Marcus Rashford,AT,Manchester Utd,71,73,50,83,50,95,60,50,60,50,50,58,50,57,50,50,50
2090,Marcus Rashford,AT,Aston Villa,76,77,50,84,30,71,60,50,60,50,50,50,50,53,50,50,50
2091,Giacomo Raspadori,AT,Napoli,87,74,50,79,43,98,60,50,60,50,50,54,50,55,50,50,50
2092,Andrei Ratiu,DF,Rayo Vallecano,61,69,50,89,48,100,50,50,50,50,60,88,60,100,50,50,50
2093,Raúl,AT,Osasuna,90,84,50,77,30,56,60,50,60,50,50,50,50,53,50,50,50
2094,David Raum,DF,RB Leipzig,80,80,50,87,41,100,50,50,50,50,60,66,60,82,50,50,50
2095,Federico Ravaglia,GK,Bologna,56,78,50,100,46,53,30,50,40,50,50,50,50,53,80,80,80
2096,Rayan Raveloson,MD,Auxerre,77,91,50,94,78,59,50,50,50,50,50,60,50,72,50,50,50
2097,David Raya,GK,Arsenal,43,62,50,99,39,50,30,50,40,50,50,54,50,62,80,80,80
2098,Abderrahman Rebbach,AT,Alavés,89,67,50,70,47,68,60,50,60,50,50,50,50,56,50,50,50
2099,Ante Rebić,AT,Lecce,79,81,50,74,50,98,60,50,60,50,50,52,50,53,50,50,50
2100,Harrison Reed,MD,Fulham,63,90,50,86,50,53,50,50,50,50,50,52,50,52,50,50,50
2101,Remy Rees-Dottin,AT,Bournemouth,69,70,50,50,50,50,60,50,60,50,50,50,50,50,50,50,50
2102,Sergio Reguilón,DF,Tottenham,66,84,50,75,33,53,50,50,50,50,60,60,60,53,50,50,50
2103,Bobby Reid,AT,Leicester City,75,74,50,80,28,68,60,50,60,50,50,50,50,58,50,50,50
2104,Tijjani Reijnders,MD,Milan,78,85,50,90,70,100,50,50,50,50,50,100,50,69,50,50,50
2105,Pepe Reina,GK,Como,58,77,50,100,47,50,30,50,40,50,50,50,50,53,80,80,80
2106,Rocco Reitz,MD,Gladbach,77,87,50,88,63,89,50,50,50,50,50,100,50,86,50,50,50
2107,Nicolai Remberg,MD,Holstein Kiel,64,79,50,80,60,68,50,50,50,50,50,84,50,100,50,50,50
2108,Álex Remiro,GK,Real Sociedad,46,62,50,100,49,53,30,50,40,50,50,50,50,60,80,80,80
2109,Devyne Rensch,DF,Roma,70,84,50,90,33,53,50,50,50,50,60,60,60,55,50,50,50
2110,Guillaume Restes,GK,Toulouse,48,76,50,99,37,50,30,50,40,50,50,52,50,63,80,80,80
2111,Mateo Retegui,AT,Atalanta,92,74,50,85,65,100,60,50,60,50,50,54,50,61,50,50,50
2112,Elvis Rexhbeçaj,MD,Augsburg,65,88,50,83,39,86,50,50,50,50,50,80,50,67,50,50,50
2113,Gio Reyna,MD,Dortmund,82,84,50,85,56,56,50,50,50,50,50,50,50,59,50,50,50
2114,Chadi Riad,DF,Crystal Palace,65,81,50,85,61,50,50,50,50,50,60,60,60,50,50,50,50
2115,Alexsandro Ribeiro,DF,Lille,67,87,50,93,68,68,50,50,50,50,60,98,60,100,50,50,50
2116,Samuele Ricci,MD,Torino,86,85,50,90,69,80,50,50,50,50,50,94,50,92,50,50,50
2117,Declan Rice,MD,Arsenal,74,90,50,92,49,100,50,50,50,50,50,88,50,82,50,50,50
2118,Chris Richards,DF,Crystal Palace,67,79,50,89,44,56,50,50,50,50,60,68,60,100,50,50,50
2119,Amir Richardson,MD,Fiorentina,87,83,50,93,71,68,50,50,50,50,50,58,50,75,50,50,50
2120,Richarlison,AT,Tottenham,73,73,50,75,71,62,60,50,60,50,50,50,50,58,50,50,50
2121,Diego Rico,DF,Getafe,82,81,50,85,37,100,50,50,50,50,60,100,60,100,50,50,50
2122,Fabian Rieder,AT,Stuttgart,75,84,50,86,44,83,60,50,60,50,50,62,50,53,50,50,50
2123,Luis Rioja,AT,Alavés,85,77,50,75,50,53,60,50,60,50,50,50,50,50,50,50,50
2124,Luis Rioja,AT,Valencia,88,75,50,84,36,100,60,50,60,50,50,70,50,84,50,50,50
2125,Rodrigo Riquelme,MD,Atlético Madrid,63,83,50,87,27,80,50,50,50,50,50,52,50,53,50,50,50
2126,Alberto Risco,AT,Getafe,70,84,50,83,50,62,60,50,60,50,50,50,50,50,50,50,50
2127,Mihailo Ristić,MD,Celta Vigo,78,92,50,90,38,53,50,50,50,50,50,52,50,56,50,50,50
2128,Lars Ritzka,MD,St. Pauli,66,84,50,89,31,65,50,50,50,50,50,66,50,78,50,50,50
2129,Gorka Rivera Alonso,MD,Getafe,87,84,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2130,Sergi Roberto,MD,Como,75,91,50,93,70,95,50,50,50,50,50,68,50,63,50,50,50
2131,Andrew Robertson,DF,Liverpool,66,68,50,95,48,100,50,50,50,50,60,88,60,93,50,50,50
2132,Antonee Robinson,DF,Fulham,67,80,50,86,55,100,50,50,50,50,60,100,60,100,50,50,50
2133,Marc Roca,MD,Betis,87,86,50,93,61,86,50,50,50,50,50,78,50,64,50,50,50
2134,Rodri,MD,Manchester City,72,90,50,96,100,53,50,50,50,50,50,52,50,50,50,50,50
2135,Rodri,AT,Betis,72,90,50,97,63,56,60,50,60,50,50,52,50,51,50,50,50
2136,Adrian Rodriguez,GK,Alavés,56,72,50,50,29,50,30,50,40,50,50,50,50,51,80,80,80
2137,Álvaro Rodríguez,AT,Getafe,91,69,50,61,42,59,60,50,60,50,50,56,50,61,50,50,50
2138,Óscar Rodríguez Arnaiz,AT,Leganés,69,68,50,85,56,83,60,50,60,50,50,70,50,65,50,50,50
2139,Damián Rodríguez,MD,Celta Vigo,74,81,50,92,56,83,50,50,50,50,50,62,50,60,50,50,50
2140,Dani Rodríguez,AT,Mallorca,74,77,50,80,42,100,60,50,60,50,50,68,50,70,50,50,50
2141,Guido Rodríguez,MD,West Ham,69,78,50,87,62,59,50,50,50,50,50,74,50,78,50,50,50
2142,James Rodríguez,AT,Rayo Vallecano,71,73,50,90,54,56,60,50,60,50,50,52,50,50,50,50,50
2143,Javi Rodríguez,DF,Celta Vigo,61,83,50,92,58,80,50,50,50,50,60,100,60,100,50,50,50
2144,Jesus Rodríguez,AT,Betis,78,81,50,82,57,65,60,50,60,50,50,60,50,52,50,50,50
2145,Kirian Rodríguez,MD,Las Palmas,68,75,50,91,62,98,50,50,50,50,50,70,50,71,50,50,50
2146,Ricardo Rodríguez,DF,Betis,78,69,50,92,38,62,50,50,50,50,60,62,60,74,50,50,50
2147,Rodrygo,AT,Real Madrid,89,82,50,95,38,100,60,50,60,50,50,66,50,56,50,50,50
2148,Mads Roerslev,DF,Brentford,78,85,50,88,55,92,50,50,50,50,60,60,60,85,50,50,50
2149,Mads Roerslev,DF,Wolfsburg,80,69,50,89,61,53,50,50,50,50,60,60,60,65,50,50,50
2150,Morgan Rogers,AT,Aston Villa,74,81,50,80,78,100,60,50,60,50,50,58,50,67,50,50,50
2151,Merlin Röhl,AT,Freiburg,75,75,50,81,100,74,60,50,60,50,50,60,50,52,50,50,50
2152,Alessio Romagnoli,DF,Lazio,72,84,50,94,66,65,50,50,50,50,60,90,60,100,50,50,50
2153,Leo Román,GK,Mallorca,54,69,50,100,43,50,30,50,40,50,50,50,50,50,80,80,80
2154,Carlos Romero,MD,Espanyol,86,78,50,79,36,95,50,50,50,50,50,78,50,100,50,50,50
2155,Cristian Romero,DF,Tottenham,68,72,50,92,67,68,50,50,50,50,60,76,60,82,50,50,50
2156,Isaac Romero,AT,Sevilla,89,67,50,79,69,100,60,50,60,50,50,60,50,68,50,50,50
2157,Luka Romero,AT,Alavés,83,77,50,75,12,62,60,50,60,50,50,52,50,50,50,50,50
2158,Oriol Romeu,MD,Girona,80,89,50,92,79,65,50,50,50,50,50,70,50,62,50,50,50
2159,Valentin Rongier,MD,Marseille,86,95,50,94,62,80,50,50,50,50,50,94,50,72,50,50,50
2160,Marten de Roon,MD,Atalanta,67,84,50,90,67,100,50,50,50,50,50,100,50,92,50,50,50
2161,Vitor Roque,AT,Betis,80,82,50,76,75,86,60,50,60,50,50,64,50,54,50,50,50
2162,Pablo Rosario,MD,Nice,67,81,50,90,57,86,50,50,50,50,50,98,50,85,50,50,50
2163,Lasse Rosenboom,DF,Holstein Kiel,77,81,50,75,54,83,50,50,50,50,60,76,60,99,50,50,50
2164,Max Rosenfelder,DF,Freiburg,63,70,50,87,58,62,50,50,50,50,60,60,60,100,50,50,50
2165,Valentin Rosier,DF,Leganés,72,85,50,90,38,68,50,50,50,50,60,100,60,100,50,50,50
2166,Tom Rothe,MD,Union Berlin,80,80,50,85,44,80,50,50,50,50,50,72,50,85,50,50,50
2167,Anthony Rouault,DF,Rennes,73,77,50,100,50,50,50,50,50,50,60,60,60,60,50,50,50
2168,Anthony Rouault,DF,Stuttgart,62,79,50,94,58,68,50,50,50,50,60,88,60,100,50,50,50
2169,Jonas Rouhi,DF,Juventus,82,75,50,94,43,50,50,50,50,50,60,60,60,52,50,50,50
2170,Jérôme Roussillon,MD,Union Berlin,69,82,50,80,20,50,50,50,50,50,50,54,50,56,50,50,50
2171,Nicolò Rovella,MD,Lazio,69,91,50,95,68,100,50,50,50,50,50,100,50,79,50,50,50
2172,Jon Rowe,AT,Marseille,92,84,50,91,50,89,60,50,60,50,50,52,50,51,50,50,50
2173,Amir Rrahmani,DF,Napoli,70,87,50,95,75,68,50,50,50,50,60,82,60,100,50,50,50
2174,Tommaso Rubino,MD,Fiorentina,71,83,50,50,50,53,50,50,50,50,50,50,50,50,50,50,50
2175,Antonio Rüdiger,DF,Real Madrid,81,86,50,96,71,68,50,50,50,50,60,66,60,100,50,50,50
2176,Matteo Ruggeri,DF,Atalanta,58,83,50,92,51,100,50,50,50,50,60,80,60,84,50,50,50
2177,Aitor Ruibal,AT,Betis,84,69,50,94,58,89,60,50,60,50,50,68,50,64,50,50,50
2178,Abel Ruiz,AT,Girona,80,81,50,92,63,62,60,50,60,50,50,58,50,57,50,50,50
2179,Ferrán Ruiz,MD,Girona,66,84,50,66,50,50,50,50,50,50,50,52,50,50,50,50,50
2180,Fabián Ruiz Peña,MD,Paris S-G,75,81,50,93,78,100,50,50,50,50,50,76,50,75,50,50,50
2181,Gerónimo Rulli,GK,Marseille,59,64,50,99,55,53,30,50,40,50,50,50,50,71,80,80,80
2182,Georginio Rutter,AT,Brighton,75,73,50,76,62,100,60,50,60,50,50,68,50,63,50,50,50
2183,Mathew Ryan,GK,Lens,43,67,50,100,45,50,30,50,40,50,50,50,50,51,80,80,80
2184,Julian Ryerson,DF,Dortmund,80,79,50,94,56,100,50,50,50,50,60,84,60,70,50,50,50
2185,Frederik Rønnow,GK,Union Berlin,50,60,50,98,45,50,30,50,40,50,50,50,50,60,80,80,80
2186,José Sá,GK,Wolves,53,60,50,98,29,56,30,50,40,50,50,50,50,63,80,80,80
2187,Elias Saad,AT,St. Pauli,91,81,50,83,66,80,60,50,60,50,50,52,50,51,50,50,50
2188,Youssouf Sabaly,DF,Betis,67,86,50,92,38,71,50,50,50,50,60,70,60,82,50,50,50
2189,Emmanuel Sabbi,AT,Le Havre,86,77,50,72,61,62,60,50,60,50,50,56,50,54,50,50,50
2190,Stefano Sabelli,DF,Genoa,82,76,50,86,33,80,50,50,50,50,60,78,60,100,50,50,50
2191,Marcel Sabitzer,AT,Dortmund,89,76,50,93,52,80,60,50,60,50,50,70,50,79,50,50,50
2192,Falaye Sacko,DF,Montpellier,80,73,50,90,54,71,50,50,50,50,60,72,60,64,50,50,50
2193,Umar Sadiq,AT,Valencia,75,74,50,76,100,59,60,50,60,50,50,50,50,51,50,50,50
2194,Umar Sadiq,AT,Real Sociedad,76,81,50,60,50,53,60,50,60,50,50,52,50,52,50,50,50
2195,Alexis Saelemaekers,AT,Roma,87,74,50,90,50,100,60,50,60,50,50,62,50,55,50,50,50
2196,Alexis Saelemaekers,AT,Milan,78,81,50,97,66,56,60,50,60,50,50,52,50,50,50,50,50
2197,Jorge Sáenz,DF,Leganés,82,72,50,95,49,56,50,50,50,50,60,84,60,100,50,50,50
2198,Matvei Safonov,GK,Paris S-G,62,79,50,100,48,50,30,50,40,50,50,52,50,53,80,80,80
2199,Modibo Sagnan,DF,Montpellier,59,76,50,93,68,68,50,50,50,50,60,100,60,100,50,50,50
2200,Richie Sagrado,DF,Venezia,73,72,50,89,50,50,50,50,50,50,60,60,60,54,50,50,50
2201,Osame Sahraoui,AT,Lille,83,68,50,89,77,100,60,50,60,50,50,62,50,55,50,50,50
2202,Wesley Saïd,AT,Lens,85,68,50,85,25,68,60,50,60,50,50,50,50,52,50,50,50
2203,Théo Sainte-Luce,DF,Montpellier,62,84,50,84,38,71,50,50,50,50,60,60,60,72,50,50,50
2204,Bukayo Saka,AT,Arsenal,86,89,50,89,46,100,60,50,60,50,50,54,50,57,50,50,50
2205,Faik Sakar,MD,RB Leipzig,81,77,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2206,Marco Sala,DF,Como,58,75,50,91,29,53,50,50,50,50,60,60,60,59,50,50,50
2207,Marco Sala,DF,Lecce,68,78,50,100,50,50,50,50,50,50,60,60,60,50,50,50,50
2208,Ibrahim Salah,AT,Brest,77,74,50,85,53,68,60,50,60,50,50,54,50,50,50,50,50
2209,Mohamed Salah,AT,Liverpool,90,88,50,83,58,100,60,50,60,50,50,58,50,55,50,50,50
2210,Anass Salah-Eddine,DF,Roma,74,80,50,86,50,53,50,50,50,50,60,60,60,51,50,50,50
2211,Amine Salama,AT,Reims,86,68,50,85,100,65,60,50,60,50,50,52,50,50,50,50,50
2212,Jan Salas,MD,Mallorca,68,92,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50
2213,Kike Salas,DF,Sevilla,71,76,50,90,35,68,50,50,50,50,60,92,60,100,50,50,50
2214,Manolis Saliakas,MD,St. Pauli,84,91,50,85,45,100,50,50,50,50,50,78,50,92,50,50,50
2215,William Saliba,DF,Arsenal,80,83,50,95,80,62,50,50,50,50,60,82,60,100,50,50,50
2216,Mohammed Salisu,DF,Monaco,78,73,50,86,52,59,50,50,50,50,60,82,60,100,50,50,50
2217,Roland Sallai,AT,Freiburg,71,72,50,66,33,53,60,50,60,50,50,52,50,50,50,50,50
2218,Yoann Salmier,DF,Le Havre,58,82,50,88,56,56,50,50,50,50,60,70,60,100,50,50,50
2219,Lazar Samardzic,AT,Atalanta,69,67,50,88,64,100,60,50,60,50,50,54,50,56,50,50,50
2220,Diadie Samassékou,MD,Hoffenheim,72,84,50,92,57,50,50,50,50,50,50,60,50,55,50,50,50
2221,Mama Samba Baldé,AT,Lyon,84,68,50,60,50,50,60,50,60,50,50,52,50,51,50,50,50
2222,Mama Samba Baldé,AT,Brest,82,82,50,75,76,92,60,50,60,50,50,60,50,64,50,50,50
2223,Brice Samba,GK,Rennes,47,78,50,100,46,50,30,50,40,50,50,50,50,59,80,80,80
2224,Brice Samba,GK,Lens,50,77,50,98,60,50,30,50,40,50,50,52,50,56,80,80,80
2225,Albert Sambi Lokonga,MD,Sevilla,67,90,50,94,65,83,50,50,50,50,50,64,50,68,50,50,50
2226,Junior Sambia,AT,Empoli,69,74,50,77,9,53,60,50,60,50,50,52,50,50,50,50,50
2227,Chuky san jose,AT,Valladolid,83,76,50,83,46,56,60,50,60,50,50,50,50,51,50,50,50
2228,Antonio Sanabria,AT,Torino,79,84,50,82,58,74,60,50,60,50,50,52,50,59,50,50,50
2229,Oihan Sancet,MD,Athletic Club,79,80,50,86,64,100,50,50,50,50,50,60,50,55,50,50,50
2230,Alexis Sánchez,AT,Udinese,81,76,50,96,100,53,60,50,60,50,50,54,50,50,50,50,50
2231,Antonio Sánchez,MD,Mallorca,79,82,50,87,50,65,50,50,50,50,50,76,50,75,50,50,50
2232,Iván Sánchez,AT,Valladolid,84,79,50,87,47,89,60,50,60,50,50,68,50,57,50,50,50
2233,Javi Sánchez,DF,Valladolid,75,82,50,94,55,65,50,50,50,50,60,86,60,100,50,50,50
2234,Juanlu Sánchez,MD,Sevilla,80,86,50,90,30,92,50,50,50,50,50,66,50,64,50,50,50
2235,Manu Sánchez,DF,Alavés,74,76,50,84,36,74,50,50,50,50,60,90,60,92,50,50,50
2236,Robert Sánchez,GK,Chelsea,45,69,50,99,39,50,30,50,40,50,50,54,50,65,80,80,80
2237,Jadon Sancho,AT,Chelsea,76,77,50,89,47,100,60,50,60,50,50,52,50,55,50,50,50
2238,Philipp Sander,MD,Gladbach,64,82,50,90,36,83,50,50,50,50,50,88,50,88,50,50,50
2239,James Sands,MD,St. Pauli,82,80,50,84,40,53,50,50,50,50,50,60,50,58,50,50,50
2240,Leroy Sané,AT,Bayern Munich,85,79,50,88,63,100,60,50,60,50,50,62,50,51,50,50,50
2241,Arouna Sangante,DF,Le Havre,69,69,50,90,45,59,50,50,50,50,60,82,60,84,50,50,50
2242,Ibrahim Sangaré,MD,Nott'ham Forest,75,82,50,88,50,56,50,50,50,50,50,54,50,54,50,50,50
2243,Nhoa Sangui,MD,Reims,63,78,50,93,47,59,50,50,50,50,50,60,50,68,50,50,50
2244,Maroan Sannadi,AT,Athletic Club,92,83,50,94,40,56,60,50,60,50,50,50,50,50,50,50,50
2245,Kaishu Sano,MD,Mainz 05,70,78,50,85,58,89,50,50,50,50,50,100,50,96,50,50,50
2246,Nicola Sansone,AT,Lecce,74,68,50,91,60,53,60,50,60,50,50,50,50,50,50,50,50
2247,Baptiste Santamaria,MD,Nice,67,78,50,92,64,62,50,50,50,50,50,78,50,62,50,50,50
2248,Baptiste Santamaria,MD,Rennes,75,75,50,87,71,62,50,50,50,50,50,74,50,57,50,50,50
2249,Jesús Santiago,MD,Getafe,72,95,50,74,27,50,50,50,50,50,50,50,50,53,50,50,50
2250,Andrey Santos,MD,Strasbourg,71,76,50,90,81,100,50,50,50,50,50,88,50,95,50,50,50
2251,Kauã Santos,GK,Eint Frankfurt,51,77,50,97,37,50,30,50,40,50,50,50,50,52,80,80,80
2252,Tiago Santos,DF,Lille,68,84,50,91,31,65,50,50,50,50,60,60,60,54,50,50,50
2253,Pablo Sarabia,AT,Wolves,92,80,50,84,44,74,60,50,60,50,50,58,50,55,50,50,50
2254,Jeremy Sarmiento,MD,Brighton,74,80,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50
2255,Amin Sarr,AT,Hellas Verona,72,65,50,81,44,100,60,50,60,50,50,54,50,60,50,50,50
2256,Ismaila Sarr,AT,Crystal Palace,78,81,50,74,44,100,60,50,60,50,50,62,50,76,50,50,50
2257,Malang Sarr,DF,Lens,62,81,50,93,73,56,50,50,50,50,60,86,60,90,50,50,50
2258,Mamadou Sarr,DF,Strasbourg,79,84,50,97,69,65,50,50,50,50,60,86,60,100,50,50,50
2259,Martin Satriano,AT,Lens,81,83,50,72,50,56,60,50,60,50,50,50,50,52,50,50,50
2260,Razvan Sava,GK,Udinese,51,72,50,100,35,50,30,50,40,50,50,50,50,56,80,80,80
2261,Téji Savanier,MD,Montpellier,73,80,50,80,56,100,50,50,50,50,50,74,50,67,50,50,50
2262,Sávio,AT,Manchester City,87,67,50,89,58,100,60,50,60,50,50,58,50,57,50,50,50
2263,Nicolò Savona,DF,Juventus,68,83,50,95,60,95,50,50,50,50,60,64,60,72,50,50,50
2264,Saba Sazonov,DF,Torino,58,83,50,50,50,50,50,50,50,50,60,60,60,50,50,50,50
2265,Joe Scally,DF,Gladbach,67,74,50,92,47,74,50,50,50,50,60,76,60,100,50,50,50
2266,Giorgio Scalvini,DF,Atalanta,75,87,50,89,65,50,50,50,50,50,60,60,60,57,50,50,50
2267,Gianluca Scamacca,AT,Atalanta,69,83,50,100,50,50,60,50,60,50,50,50,50,50,50,50,50
2268,Oliver Scarles,DF,West Ham,81,70,50,86,22,50,50,50,50,50,60,66,60,59,50,50,50
2269,Dane Scarlett,AT,Tottenham,91,74,50,100,50,53,60,50,60,50,50,50,50,51,50,50,50
2270,Kevin Schade,AT,Brentford,92,71,50,68,48,92,60,50,60,50,50,58,50,75,50,50,50
2271,András Schäfer,MD,Union Berlin,84,88,50,85,45,68,50,50,50,50,50,78,50,66,50,50,50
2272,Fabian Schär,DF,Newcastle Utd,71,68,50,92,49,59,50,50,50,50,60,100,60,100,50,50,50
2273,Patrik Schick,AT,Leverkusen,79,70,50,82,50,80,60,50,60,50,50,54,50,61,50,50,50
2274,Stefan Schimmer,AT,Heidenheim,85,73,50,57,66,62,60,50,60,50,50,50,50,52,50,50,50
2275,Joël Schingtienne,DF,Venezia,76,87,50,87,57,53,50,50,50,50,60,60,60,61,50,50,50
2276,Xaver Schlager,MD,RB Leipzig,76,88,50,97,40,53,50,50,50,50,50,50,50,53,50,50,50
2277,Keven Schlotterbeck,DF,Augsburg,77,85,50,91,46,68,50,50,50,50,60,76,60,100,50,50,50
2278,Nico Schlotterbeck,DF,Dortmund,65,75,50,94,68,92,50,50,50,50,60,92,60,100,50,50,50
2279,Jeffrey Schlupp,MD,Crystal Palace,73,89,50,84,50,59,50,50,50,50,50,50,50,52,50,50,50
2280,Romano Schmid,MD,Werder Bremen,72,95,50,87,53,100,50,50,50,50,50,72,50,57,50,50,50
2281,Niklas Schmidt,MD,Toulouse,67,91,50,81,64,65,50,50,50,50,50,52,50,54,50,50,50
2282,Jan Schöppner,MD,Heidenheim,71,77,50,79,54,100,50,50,50,50,50,100,50,100,50,50,50
2283,Marvin Schulz,MD,Holstein Kiel,86,95,50,89,45,62,50,50,50,50,50,50,50,63,50,50,50
2284,Alexander Schwolow,GK,Union Berlin,61,77,50,100,47,50,30,50,40,50,50,50,50,51,80,80,80
2285,Léo Scienza,AT,Heidenheim,85,77,50,79,50,100,60,50,60,50,50,60,50,58,50,50,50
